Date,Low,Open,Volume,High,Close,Adjusted Close
9-24-81,0.073103003,0.073661,18300800,0.073661,0.073103003,0.057142347
9-25-81,0.063616,0.064732,34608000,0.064732,0.063616,0.049726658
9-28-81,0.064173996,0.064173996,91728000,0.064732,0.064173996,0.050162822
9-29-81,0.067521997,0.067521997,94684800,0.068080001,0.067521997,0.05277985
9-30-81,0.068080001,0.068080001,49996800,0.068637997,0.068080001,0.053216018
10-1-81,0.068080001,0.068080001,61129600,0.068637997,0.068080001,0.053216018
10-2-81,0.073661,0.073661,45046400,0.074219003,0.073661,0.057578534
10-5-81,0.075893,0.075893,43097600,0.077009,0.075893,0.059323203
10-6-81,0.075335003,0.075893,28358400,0.075893,0.075335003,0.058887035
10-7-81,0.079798996,0.079798996,38841600,0.080914997,0.079798996,0.062376406
10-8-81,0.082589,0.082589,31091200,0.083146997,0.082589,0.064557232
10-9-81,0.083146997,0.083146997,54521600,0.084262997,0.083146997,0.064993419
10-12-81,0.085937999,0.085937999,27350400,0.086496003,0.085937999,0.067175046
10-13-81,0.085937999,0.085937999,44195200,0.087053999,0.085937999,0.067175046
10-14-81,0.080914997,0.081473,30979200,0.081473,0.080914997,0.063248709
10-15-81,0.082589,0.082589,29433600,0.083146997,0.082589,0.064557232
10-16-81,0.081473,0.082030997,36467200,0.082030997,0.081473,0.063684918
10-19-81,0.083146997,0.083146997,20585600,0.083705001,0.083146997,0.064993419
10-20-81,0.087612003,0.087612003,35728000,0.088169999,0.087612003,0.068483576
10-21-81,0.087612003,0.087612003,76899200,0.088169999,0.087612003,0.068483576
10-22-81,0.087053999,0.087612003,32278400,0.087612003,0.087053999,0.068047389
10-23-81,0.084821001,0.085378997,27910400,0.085378997,0.084821001,0.066301942
10-26-81,0.084821001,0.084821001,27283200,0.085378997,0.084821001,0.066301942
10-27-81,0.086496003,0.086496003,85590400,0.087612003,0.086496003,0.067611225
10-28-81,0.089286,0.089286,44172800,0.089844003,0.089286,0.069792077
10-29-81,0.088169999,0.088728003,30486400,0.088728003,0.088169999,0.068919718
10-30-81,0.089286,0.089286,52729600,0.089844003,0.089286,0.069792077
11-2-81,0.089286,0.089286,36915200,0.089844003,0.089286,0.069792077
11-3-81,0.088169999,0.088728003,28380800,0.088728003,0.088169999,0.068919718
11-4-81,0.085937999,0.086496003,23811200,0.086496003,0.085937999,0.067175046
11-5-81,0.079798996,0.080357,23363200,0.080357,0.079798996,0.062376406
11-6-81,0.080357,0.080357,24595200,0.080914997,0.080357,0.062812552
11-9-81,0.081473,0.081473,20384000,0.082030997,0.081473,0.063684918
11-10-81,0.082030997,0.082030997,16755200,0.082589,0.082030997,0.06412109
11-11-81,0.084262997,0.084262997,27440000,0.084821001,0.084262997,0.065865748
11-12-81,0.087053999,0.087053999,39916800,0.087612003,0.087053999,0.068047389
11-13-81,0.080914997,0.081473,21011200,0.081473,0.080914997,0.063248709
11-16-81,0.079798996,0.080357,22556800,0.080357,0.079798996,0.062376406
11-17-81,0.081473,0.081473,35414400,0.082030997,0.081473,0.063684918
11-18-81,0.084262997,0.084262997,29142400,0.084821001,0.084262997,0.065865748
11-19-81,0.084262997,0.084262997,40006400,0.084821001,0.084262997,0.065865748
11-20-81,0.084821001,0.084821001,38102400,0.085378997,0.084821001,0.066301942
11-23-81,0.080914997,0.082030997,22960000,0.082030997,0.080914997,0.063248709
11-24-81,0.080357,0.080914997,22153600,0.080914997,0.080357,0.062812552
11-25-81,0.082030997,0.082030997,52550400,0.082589,0.082030997,0.06412109
11-27-81,0.084262997,0.084262997,37251200,0.084821001,0.084262997,0.065865748
11-30-81,0.083146997,0.083705001,23968000,0.083705001,0.083146997,0.064993419
12-1-81,0.083146997,0.083146997,23385600,0.083705001,0.083146997,0.064993419
12-2-81,0.083705001,0.083705001,37564800,0.084262997,0.083705001,0.065429598
12-3-81,0.082589,0.083146997,20428800,0.083146997,0.082589,0.064557232
12-4-81,0.084821001,0.084821001,137155200,0.085378997,0.084821001,0.066301942
12-7-81,0.085378997,0.085378997,59292800,0.085937999,0.085378997,0.066738099
12-8-81,0.083705001,0.084821001,50624000,0.084821001,0.083705001,0.065429598
12-9-81,0.084262997,0.084262997,34272000,0.084821001,0.084262997,0.065865748
12-10-81,0.084262997,0.084262997,37408000,0.084821001,0.084262997,0.065865748
12-11-81,0.083705001,0.084262997,76092800,0.084821001,0.083705001,0.065429598
12-14-81,0.080914997,0.082030997,25244800,0.082030997,0.080914997,0.063248709
12-15-81,0.083146997,0.083146997,31315200,0.083705001,0.083146997,0.064993419
12-16-81,0.087053999,0.087053999,65452800,0.087612003,0.087053999,0.068047389
12-17-81,0.094307996,0.094307996,51452800,0.094866,0.094307996,0.073717624
12-18-81,0.102121003,0.102121003,71724800,0.102678999,0.102121003,0.079824828
12-21-81,0.097655997,0.098214,56403200,0.098214,0.097655997,0.076334625
12-22-81,0.099330001,0.099330001,53827200,0.099887997,0.099330001,0.077643149
12-23-81,0.097098,0.097655997,28896000,0.097655997,0.097098,0.075898483
12-24-81,0.097655997,0.097655997,28918400,0.098214,0.097655997,0.076334625
12-28-81,0.093192004,0.094307996,36579200,0.094307996,0.093192004,0.072845295
12-29-81,0.094866,0.094866,24236800,0.095982,0.094866,0.074153826
12-30-81,0.098771997,0.098771997,32188800,0.099330001,0.098771997,0.077206992
12-31-81,0.098771997,0.098771997,54656000,0.099330001,0.098771997,0.077206992
1-4-82,0.098214,0.098771997,71254400,0.098771997,0.098214,0.076770842
1-5-82,0.093192004,0.094307996,35840000,0.094307996,0.093192004,0.072845295
1-6-82,0.092076004,0.092634,66080000,0.092634,0.092076004,0.071972944
1-7-82,0.084821001,0.085937999,70044800,0.085937999,0.084821001,0.066301942
1-8-82,0.088728003,0.088728003,56604800,0.089286,0.088728003,0.06935589
1-11-82,0.083146997,0.083705001,33331200,0.083705001,0.083146997,0.064993419
1-12-82,0.080357,0.080914997,59920000,0.080914997,0.080357,0.062812552
1-13-82,0.079798996,0.080357,41753600,0.080357,0.079798996,0.062376406
1-14-82,0.083705001,0.083705001,25715200,0.084262997,0.083705001,0.065429598
1-15-82,0.089286,0.089286,46704000,0.090402,0.089286,0.069792077
1-18-82,0.090960003,0.090960003,28000000,0.092076004,0.090960003,0.071100615
1-19-82,0.088728003,0.089844003,55507200,0.089844003,0.088728003,0.06935589
1-20-82,0.090402,0.090402,25827200,0.090960003,0.090402,0.070664458
1-21-82,0.092076004,0.092076004,33331200,0.092634,0.092076004,0.071972944
1-22-82,0.092634,0.092634,24259200,0.093192004,0.092634,0.072409146
1-25-82,0.089844003,0.090402,44710400,0.090402,0.089844003,0.070228279
1-26-82,0.086496003,0.087612003,21212800,0.087612003,0.086496003,0.067611225
1-27-82,0.087053999,0.087053999,31360000,0.088169999,0.087053999,0.068047389
1-28-82,0.089844003,0.089844003,39603200,0.090402,0.089844003,0.070228279
1-29-82,0.090960003,0.090960003,53155200,0.091518,0.090960003,0.071100615
2-1-82,0.089844003,0.090960003,38528000,0.090960003,0.089844003,0.070228279
2-2-82,0.090402,0.090402,54275200,0.091518,0.090402,0.070664458
2-3-82,0.090402,0.090402,31472000,0.090960003,0.090402,0.070664458
2-4-82,0.088169999,0.088728003,22041600,0.088728003,0.088169999,0.068919718
2-5-82,0.088169999,0.088169999,40297600,0.088728003,0.088169999,0.068919718
2-8-82,0.082589,0.083146997,31696000,0.083146997,0.082589,0.064557232
2-9-82,0.082589,0.082589,57904000,0.083146997,0.082589,0.064557232
2-10-82,0.083705001,0.083705001,38796800,0.084262997,0.083705001,0.065429598
2-11-82,0.082589,0.083146997,24528000,0.083146997,0.082589,0.064557232
